Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
13,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
14,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
15,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
16,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
17,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
18,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
19,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
20,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
21,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
22,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
23,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
24,0.4595635430038511,1.0,-46.04576110839844,1.0,0.0,0.4595635430038511,0,1.0,0.0,0.47888161808447355,1.0,106.63872528076172,1.0,0.0,0.47888161808447355,0,1.0,0.0,0.7235772357723578,1.0,152.68448638916016,1.0,0.0,0.7235772357723578,0,1.0,0.0
