,date_time,open,close,delta_next_day,nextclose,prediction_0,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_7,prediction_8,prediction_9,prediction_10,prediction_11,prediction_12,prediction_13,prediction_14,prediction_15,prediction_16,prediction_17,prediction_18,prediction_19,prediction_20,prediction_21,prediction_22,prediction_23,prediction_24,prediction_25,prediction_26,prediction_27,prediction_28,prediction_29,prediction_30,prediction_31,prediction_32,prediction_33,prediction_34,prediction_35,prediction_36,prediction_37,prediction_38,prediction_39,prediction_40,prediction_41,prediction_42,prediction_43,prediction_44,prediction_45,prediction_46,prediction_47,prediction_48,prediction_49
20,7/24/2012,29.239999771118164,29.149999618530273,-2.378190994,31.20819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,7/25/2012,29.239999771118164,28.829999923706055,-1.564863205,30.724863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,7/26/2012,29.229999542236328,29.15999984741211,-0.593481064,30.353481,1,1,1,1,2,1,2,1,1,2,2,1,1,0,2,1,0,2,1,0,2,2,2,1,0,2,2,1,1,1,1,2,1,0,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1
23,7/27/2012,29.479999542236328,29.760000228881836,-0.68298912,30.322989,1,1,1,1,0,1,2,1,1,0,2,1,1,1,2,1,0,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,0,2,0,2,1,1,0,0,2,1,2,1,1,1,1,1,1
24,7/30/2012,29.75,29.639999389648438,-1.114860535,30.58486,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
25,7/31/2012,29.479999542236328,29.469999313354492,-1.420858383,30.830858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,8/1/2012,29.59000015258789,29.40999984741211,-1.682352066,30.872353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,8/2/2012,29.209999084472656,29.190000534057617,-1.107433319,30.857433,1,1,1,1,2,0,2,1,1,1,0,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,0,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
28,8/3/2012,29.530000686645508,29.75,-0.736541748,30.686543,1,1,1,1,2,2,2,1,1,2,2,2,0,2,2,0,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1
29,8/6/2012,30,29.950000762939453,-0.569484711,30.829485,2,1,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,0,1,1,2,2,1
30,8/7/2012,30.06999969482422,30.260000228881836,-0.738037109,31.068037,0,1,1,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,1,1,0,1,2,1,2,2,1,2,0,2,2,0,2,1,2,1,1,1,0,1,1
31,8/8/2012,30.209999084472656,30.329999923706055,-0.812652588,31.312653,2,1,1,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,0,0,0,2,1,2,1,1,1,1,1,1
32,8/9/2012,30.389999389648438,30.5,-1.093694687,31.513695,1,1,1,1,2,2,2,1,1,2,2,2,0,1,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,0,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
33,8/10/2012,30.5,30.420000076293945,-1.306209564,31.696209,1,1,1,1,2,0,2,1,1,1,1,2,1,1,2,1,1,2,1,1,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1
34,8/13/2012,30.350000381469727,30.389999389648438,-1.619119644,31.749119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
35,8/14/2012,30.299999237060547,30.12999916,-1.512096405,31.712097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
36,8/15/2012,30.110000610351562,30.200000762939453,-0.800823212,31.580824,1,1,1,1,2,0,2,1,1,2,2,2,0,0,2,1,0,2,1,0,2,2,2,1,2,2,2,1,1,1,1,2,1,0,2,1,2,1,1,0,1,2,1,2,1,1,1,1,1,1
37,8/16/2012,30.360000610351562,30.780000686645508,-0.611745834,31.511745,1,1,1,1,2,0,2,1,1,2,2,2,0,2,2,2,2,2,0,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,0,2,2,2,0,2,1,1,1,2,0,1
38,8/17/2012,30.920000076293945,30.899999618530273,-0.956809998,31.69681,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,0,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
39,8/20/2012,30.81999969482422,30.739999771118164,-1.150102615,31.950102,1,1,1,1,2,1,2,1,1,1,0,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1
40,8/21/2012,30.760000228881836,30.799999237060547,-1.515945435,32.055946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
41,8/22/2012,30.59000015258789,30.540000915527344,-1.846185684,32.106186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,8/23/2012,30.389999389648438,30.260000228881836,-1.446462631,32.006462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
43,8/24/2012,30.25,30.559999465942383,-1.084751129,31.774752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,0,1,0,1,1,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,1,1
44,8/27/2012,30.93000030517578,30.690000534057617,-1.093034744,31.723034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,0,1,1,1,1,1,1
45,8/28/2012,30.700000762939453,30.62999916,-1.203025818,31.853025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
46,8/29/2012,30.649999618530273,30.649999618530273,-1.610687256,31.930687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,8/30/2012,30.530000686645508,30.31999969482422,-1.134418488,31.954418,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,2,1,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
48,8/31/2012,30.600000381469727,30.81999969482422,-1.445360184,31.83536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,9/4/2012,30.450000762939453,30.389999389648438,-1.519756317,31.909756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,9/5/2012,30.219999313354492,30.389999389648438,-0.44043541,31.790436,1,1,1,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
51,9/6/2012,30.5,31.350000381469727,-0.766378403,31.71638,1,1,1,1,2,1,0,1,1,0,2,2,1,0,2,1,2,2,1,2,2,2,2,1,0,2,2,1,1,1,1,2,1,2,2,0,2,0,1,0,0,2,1,2,1,1,1,1,1,1
52,9/7/2012,31.040000915527344,30.950000762939453,-1.273860931,31.99386,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,1,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
53,9/10/2012,30.829999923706055,30.719999313354492,-1.36233902,32.15234,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,9/11/2012,30.690000534057617,30.790000915527344,-1.337675095,32.117676,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,9/12/2012,30.940000534057617,30.780000686645508,-1.170740128,32.11074,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
56,9/13/2012,30.889999389648438,30.940000534057617,-0.920448303,32.130447,1,1,1,1,2,1,2,1,1,0,2,2,1,1,2,1,1,2,1,1,2,2,2,1,0,2,2,1,1,1,1,2,1,1,0,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
57,9/14/2012,31.010000228881836,31.209999084472656,-0.921379089,32.13138,1,1,1,1,2,1,2,1,1,0,2,2,1,1,2,1,0,2,1,1,2,2,2,1,0,2,2,1,1,1,1,2,1,1,0,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
58,9/17/2012,31.190000534057617,31.209999084472656,-1.076950073,32.25695,1,1,1,1,2,1,2,1,1,0,2,0,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,0,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
59,9/18/2012,31.100000381469727,31.18000030517578,-1.343967438,32.393967,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,2,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
60,9/19/2012,31.09000015258789,31.049999237060547,-0.986988068,32.43699,1,1,1,1,2,2,2,1,1,0,2,2,0,1,2,1,0,2,1,1,2,2,2,1,0,2,2,1,1,1,1,2,1,1,0,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
61,9/20/2012,30.950000762939453,31.450000762939453,-1.207578659,32.39758,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,0,1,1,1,1,1,1
62,9/21/2012,31.43000030517578,31.190000534057617,-1.691419601,32.47142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,9/24/2012,31,30.780000686645508,-2.046295166,32.436295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,9/25/2012,30.950000762939453,30.389999389648438,-2.124139786,32.29414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,9/26/2012,30.280000686645508,30.170000076293945,-1.837415695,31.997416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,9/27/2012,30.170000076293945,30.15999984741211,-1.919786453,31.679787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,9/28/2012,30.18000030517578,29.760000228881836,-1.99756813,31.487568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,10/1/2012,29.809999465942383,29.489999771118164,-1.615459442,31.27546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,10/2/2012,29.68000030517578,29.65999984741211,-1.181867599,31.041868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
70,10/3/2012,29.75,29.860000610351562,-0.949892044,30.979893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,0,2,1,1,2,0,1,1,1,1,2,1,1,0,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
71,10/4/2012,29.969999313354492,30.030000686645508,-1.195613861,31.045614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
72,10/5/2012,30.229999542236328,29.850000381469727,-1.3836689,31.16367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,10/8/2012,29.639999389648438,29.780000686645508,-1.973028183,31.253029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,10/9/2012,29.68000030517578,29.280000686645508,-2.221422195,31.201422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,10/10/2012,29.149999618530273,28.979999542236328,-1.993534088,30.943535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,10/11/2012,29.219999313354492,28.950000762939453,-1.414888382,30.61489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,10/12/2012,28.969999313354492,29.200000762939453,-0.905536652,30.415537,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,1,2,1,1,2,0,2,1,1,2,2,1,1,1,1,2,1,1,0,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
78,10/15/2012,29.37000084,29.510000228881836,-0.868890762,30.35889,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,0,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
79,10/16/2012,29.450000762939453,29.489999771118164,-0.978593826,30.568594,1,1,1,1,1,1,2,1,1,0,2,1,1,1,2,1,0,2,1,1,2,2,2,1,0,2,2,1,1,1,1,0,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
80,10/17/2012,29.299999237060547,29.59000015258789,-1.228689194,30.72869,1,1,1,1,1,1,2,1,1,1,0,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1
81,10/18/2012,29.649999618530273,29.5,-2.16765213,30.807652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,10/19/2012,29.049999237060547,28.639999389648438,-2.838821411,30.838821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,10/22/2012,28.729999542236328,28,-2.356653214,30.406652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,10/23/2012,27.770000457763672,28.049999237060547,-1.973747253,29.873747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,10/24/2012,28.15999984741211,27.899999618530273,-1.591815948,29.471815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,10/25/2012,28.190000534057617,27.87999916,-1.085590363,29.29559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
87,10/26/2012,27.860000610351562,28.209999084472656,-0.717201233,29.257202,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,0,2,1,1,2,2,2,1,0,2,2,1,1,1,1,2,1,0,2,0,2,0,1,0,0,2,1,2,1,1,1,1,1,1
88,10/31/2012,28.549999237060547,28.540000915527344,0.15909767150878906,29.360903,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2
89,11/1/2012,28.84000015258789,29.520000457763672,-0.199111938,29.699112,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
90,11/2/2012,29.59000015258789,29.5,-0.638715744,30.268715,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,0,1
91,11/5/2012,29.62000084,29.62999916,-0.864837646,30.724838,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,0,2,1,2,2,1,2,2,2,0,2,2,1,2,1,1,1,1,1,1
92,11/6/2012,29.81999969482422,29.860000610351562,-1.891345978,30.971346,2,1,1,1,2,2,2,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,11/7/2012,29.530000686645508,29.079999923706055,-2.359287262,31.169287,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,11/8/2012,29.12000084,28.809999465942383,-2.086854935,30.916855,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,11/9/2012,28.87999916,28.829999923706055,-2.349573135,30.569572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,11/12/2012,28.940000534057617,28.219999313354492,-3.234405518,30.324406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,11/13/2012,27.020000457763672,27.09000015258789,-3.110139847,29.95014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
