,Unnamed: 0,date_time,open,close,delta_next_day,nextclose,prediction_0,prediction_2,prediction_4,prediction_6,prediction_8,prediction_10,prediction_12,prediction_14,prediction_16,prediction_18,prediction_20,prediction_22,prediction_24,prediction_26,prediction_28,prediction_30,prediction_32,prediction_34,prediction_36,prediction_38,prediction_40,prediction_42,prediction_44,prediction_46,prediction_48,Unnamed: 0,prediction_1,prediction_3,prediction_5,prediction_7,prediction_9,prediction_11,prediction_13,prediction_15,prediction_17,prediction_19,prediction_21,prediction_23,prediction_25,prediction_27,prediction_29,prediction_31,prediction_33,prediction_35,prediction_37,prediction_39,prediction_41,prediction_43,prediction_45,prediction_47,prediction_49
896,896,2016-01-19,51.47999954223633,50.560001373291016,-0.6715621948242188,51.461563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
897,897,2016-01-20,49.97999954223633,50.790000915527344,-0.6030044555664062,51.083004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,897,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
898,898,2016-01-21,51.0,50.47999954223633,1.6680183410644531,50.621983,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,898,2,1,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2
899,899,2016-01-22,51.40999984741211,52.290000915527344,1.2588005065917969,50.5312,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,899,2,1,2,2,1,1,0,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
900,900,2016-01-25,51.93999862670898,51.790000915527344,1.2128944396972656,50.957104,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,900,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2
901,901,2016-01-26,51.790000915527344,52.16999816894531,-0.0200309753417968,51.240032,1,2,2,2,0,0,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,0,901,0,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,0,2
902,902,2016-01-27,52.0099983215332,51.220001220703125,0.5737838745117188,51.486217,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,902,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2
903,903,2016-01-28,51.86000061035156,52.060001373291016,3.7050933837890634,51.384907,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,903,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
904,904,2016-01-29,54.72999954223633,55.09000015258789,3.343730926513672,51.36627,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,904,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
905,905,2016-02-01,54.880001068115234,54.709999084472656,0.584075927734375,52.415924,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,905,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2
906,906,2016-02-02,54.16999816894531,53.0,-1.1383399963378906,53.29834,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,906,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
907,907,2016-02-03,53.25,52.15999984741211,-1.2615585327148438,53.26156,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,907,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
908,908,2016-02-04,52.09999847412109,52.0,-2.6778564453125,52.837856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
909,909,2016-02-05,51.93999862670898,50.15999984741211,-3.039981842041016,52.44998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
910,910,2016-02-08,49.54999923706055,49.40999984741211,-2.292949676513672,51.57295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,910,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
911,911,2016-02-09,49.02000045776367,49.27999877929688,-0.7626571655273438,50.472656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
912,912,2016-02-10,49.88999938964844,49.709999084472656,-0.1464195251464843,49.83642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,912,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
913,913,2016-02-11,48.68000030517578,49.68999862670898,0.8430519104003906,49.656948,2,2,2,2,1,1,1,0,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,913,2,1,2,2,1,1,1,1,0,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
914,914,2016-02-12,50.25,50.5,1.7361335754394531,49.353867,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,914,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
915,915,2016-02-16,50.900001525878906,51.09000015258789,2.821861267089844,49.598137,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,915,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
916,916,2016-02-17,51.4900016784668,52.41999816894531,2.1948013305664062,49.995197,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,916,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
917,917,2016-02-18,52.33000183105469,52.18999862670898,1.0720176696777344,50.747982,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,917,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2
918,918,2016-02-19,51.970001220703125,51.81999969482422,1.2741165161132812,51.375885,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,918,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
919,919,2016-02-22,52.27999877929688,52.650001525878906,-0.3918418884277344,51.571842,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,919,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
920,920,2016-02-23,52.34000015258789,51.18000030517578,-0.6301689147949219,51.99017,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,0,1,920,2,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0
921,921,2016-02-24,50.68999862670898,51.36000061035156,0.2719345092773437,51.828064,2,2,2,2,2,2,0,2,1,1,2,0,2,1,2,1,2,2,2,1,2,2,2,2,2,921,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2
922,922,2016-02-25,51.72999954223633,52.09999847412109,-0.212188720703125,51.512188,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,922,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
923,923,2016-02-26,52.59999847412109,51.29999923706055,-0.7017974853515625,51.5818,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,0,1,923,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
924,924,2016-02-29,51.34999847412109,50.880001068115234,1.0167388916015625,51.563263,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,924,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2
925,925,2016-03-01,50.970001220703125,52.58000183105469,1.617473602294922,51.332527,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,925,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
926,926,2016-03-02,52.40999984741211,52.95000076293945,0.7978096008300781,51.55219,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,926,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,1,1,1,2,2,2,2,2
927,927,2016-03-03,52.970001220703125,52.34999847412109,0.05682373046875,51.973175,2,2,2,2,1,1,1,2,1,1,2,1,0,1,1,1,1,2,2,1,2,2,2,2,2,927,2,2,2,2,0,1,1,1,2,1,1,1,1,2,1,2,0,1,1,1,2,2,1,2,2
928,928,2016-03-04,52.400001525878906,52.02999877929688,-1.139251708984375,52.16925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
929,929,2016-03-07,51.560001373291016,51.02999877929688,-0.4671592712402344,52.11716,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,929,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
930,930,2016-03-08,50.79999923706055,51.650001525878906,1.139385223388672,51.700615,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,930,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,0,2,2,2,2,2
931,931,2016-03-09,51.88999938964844,52.84000015258789,0.5061187744140625,51.54388,2,2,2,2,0,0,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,931,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
932,932,2016-03-10,52.93000030517578,52.04999923706055,1.190887451171875,51.879112,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,932,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
933,933,2016-03-11,53.0,53.06999969482422,1.2380828857421875,51.931915,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,933,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
934,934,2016-03-14,52.709999084472656,53.16999816894531,1.3054046630859375,52.284595,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,934,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
935,935,2016-03-15,52.75,53.59000015258789,1.7406120300292969,52.609386,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,935,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
936,936,2016-03-16,53.45000076293945,54.34999847412109,1.7548294067382812,52.90517,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,936,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
937,937,2016-03-17,54.209999084472656,54.65999984741211,0.1622848510742187,53.327717,2,2,2,2,2,2,1,2,1,1,2,1,2,0,0,1,0,2,2,1,2,2,2,2,2,937,2,2,2,2,2,1,0,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2
938,938,2016-03-18,54.91999816894531,53.4900016784668,0.07586669921875,53.784134,2,2,2,2,2,2,0,2,1,1,2,1,2,1,0,1,1,2,2,1,2,2,2,2,2,938,2,2,2,2,2,1,2,2,2,2,0,1,1,2,1,2,2,1,1,1,2,2,1,2,2
939,939,2016-03-21,53.25,53.86000061035156,0.3824195861816406,53.68758,2,2,2,2,2,2,2,2,1,2,2,0,2,0,2,1,2,2,2,1,2,2,2,2,2,939,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
940,940,2016-03-22,53.61000061035156,54.06999969482422,0.2654571533203125,53.704544,2,2,2,2,2,2,1,2,1,1,2,1,2,1,0,1,2,2,2,1,2,2,2,2,2,940,2,2,2,2,2,1,0,0,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2
941,941,2016-03-23,54.11000061035156,53.970001220703125,0.4115524291992187,53.798447,2,2,2,2,2,2,1,2,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,941,2,2,2,2,2,1,0,2,2,0,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2
942,942,2016-03-24,53.84000015258789,54.209999084472656,-0.3293190002441406,53.86932,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,2,1,942,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2
943,943,2016-03-28,54.209999084472656,53.540000915527344,0.7809104919433594,53.92909,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,943,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,1,1,1,2,2,2,2,2
944,944,2016-03-29,53.65999984741211,54.709999084472656,1.2168464660644531,53.833153,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,944,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,1,0,2,2,2,2,2
945,945,2016-03-30,54.93000030517578,55.04999923706055,1.267719268798828,53.96228,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,945,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
946,946,2016-03-31,54.95000076293945,55.22999954223633,1.2321243286132812,54.337875,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,946,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
947,947,2016-04-01,55.04999923706055,55.56999969482422,0.8267631530761719,54.603237,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,947,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2
948,948,2016-04-04,55.43000030517578,55.43000030517578,-0.2770843505859375,54.837086,2,2,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,948,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
949,949,2016-04-05,55.18999862670898,54.560001373291016,0.0850944519042968,55.034904,2,2,2,2,0,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,949,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2
950,950,2016-04-06,54.36000061035156,55.119998931884766,-0.4530525207519531,54.91305,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,950,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
951,951,2016-04-07,54.869998931884766,54.459999084472656,-0.4216575622558594,54.841656,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,951,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2
952,952,2016-04-08,54.66999816894531,54.41999816894531,-0.3700141906738281,54.680016,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,2,1,952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2
953,953,2016-04-11,54.4900016784668,54.310001373291016,0.08062744140625,54.569374,2,0,1,2,1,1,1,2,1,1,1,1,0,1,1,1,1,2,2,1,2,2,2,2,2,953,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,1,2,2,1,0,2
954,954,2016-04-12,54.369998931884766,54.650001525878906,0.8874626159667969,54.462536,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,954,2,1,2,2,0,1,1,2,2,0,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
955,955,2016-04-13,55.119998931884766,55.34999847412109,0.9876594543457032,54.37234,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,955,2,1,2,2,0,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
956,956,2016-04-14,55.220001220703125,55.36000061035156,1.0189170837402344,54.631084,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,956,2,0,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
957,957,2016-04-15,55.29999923706055,55.650001525878906,1.62213134765625,54.837868,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
958,958,2016-04-18,55.4900016784668,56.459999084472656,1.3657188415527344,55.02428,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,958,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
959,959,2016-04-19,56.630001068115234,56.38999938964844,0.1984138488769531,55.391586,2,2,2,2,2,2,1,2,1,1,2,1,2,1,0,1,0,2,2,1,2,2,2,2,2,959,2,1,2,2,1,1,1,1,2,1,0,1,1,2,1,2,2,1,1,1,2,2,1,2,2
960,960,2016-04-20,56.290000915527344,55.59000015258789,0.0820350646972656,55.697964,2,2,2,2,0,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,960,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,0,1,1,1,2,2,1,2,2
961,961,2016-04-21,55.79999923706055,55.77999877929688,-3.889713287353516,55.669712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
962,962,2016-04-22,51.90999984741211,51.77999877929688,-3.507984161376953,55.617985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
963,963,2016-04-25,51.77999877929688,52.11000061035156,-2.2025718688964844,53.64257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
964,964,2016-04-26,52.2599983215332,51.43999862670898,-1.992847442626953,52.932846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
965,965,2016-04-27,51.47999954223633,50.93999862670898,-2.4237213134765625,52.323723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
966,966,2016-04-28,50.619998931884766,49.900001525878906,-1.7716140747070312,51.641613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
967,967,2016-04-29,49.34999847412109,49.869998931884766,-0.244873046875,50.854874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
968,968,2016-05-02,50.0,50.61000061035156,-0.4299964904785156,50.209995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,2,1,968,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2
969,969,2016-05-03,50.34000015258789,49.77999877929688,-0.2527656555175781,50.122765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
970,970,2016-05-04,49.84000015258789,49.869998931884766,-0.00921630859375,49.949215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,0,970,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,2
971,971,2016-05-05,49.869998931884766,49.93999862670898,0.5759696960449219,49.81403,1,1,1,1,1,1,1,0,1,2,2,1,2,0,2,1,2,2,2,1,2,2,2,2,2,971,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,0,2,2
972,972,2016-05-06,49.91999816894531,50.38999938964844,0.2888069152832031,49.781193,1,1,1,1,1,1,1,1,1,1,2,1,0,1,2,1,2,2,2,1,2,2,2,2,2,972,1,1,0,0,1,1,1,1,0,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2
973,973,2016-05-09,50.4900016784668,50.06999969482422,1.153301239013672,49.8667,1,0,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,973,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2
974,974,2016-05-10,50.33000183105469,51.02000045776367,1.0725021362304688,49.977497,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,974,2,1,2,2,1,1,1,2,2,2,2,2,0,2,2,2,2,1,0,0,2,2,2,2,2
975,975,2016-05-11,51.130001068115234,51.04999923706055,1.2559471130371094,50.25405,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,975,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
976,976,2016-05-12,51.20000076293945,51.5099983215332,0.4852218627929687,50.59478,0,0,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,976,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2
977,977,2016-05-13,51.43999862670898,51.08000183105469,0.9140052795410156,50.915997,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,977,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,0,2,2,2,2,2
978,978,2016-05-16,50.79999923706055,51.83000183105469,-0.5744171142578125,51.084415,1,1,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,978,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
979,979,2016-05-17,51.720001220703125,50.5099983215332,-0.4808425903320312,51.290844,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,979,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
980,980,2016-05-18,50.47999954223633,50.810001373291016,-0.856170654296875,51.17617,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,980,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
981,981,2016-05-19,50.470001220703125,50.31999969482422,-0.4324798583984375,51.05248,1,1,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
982,982,2016-05-20,50.47999954223633,50.619998931884766,-0.7760543823242188,50.806053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,0,1,982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
983,983,2016-05-23,50.59999847412109,50.02999877929688,0.8142738342285156,50.775726,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,983,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
984,984,2016-05-24,50.70000076293945,51.59000015258789,1.5401763916015625,50.579823,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,984,2,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
985,985,2016-05-25,51.91999816894531,52.119998931884766,1.0733757019042969,50.816624,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,985,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2
986,986,2016-05-26,51.93000030517578,51.88999938964844,0.9682121276855468,51.351788,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,986,2,1,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,1,2,2,2,2,2,2
987,987,2016-05-27,51.91999816894531,52.31999969482422,1.4002037048339844,51.599796,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,987,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
988,988,2016-05-31,52.2599983215332,53.0,0.9387321472167968,51.911266,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,988,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,0,2,2,2,2,2
989,989,2016-06-01,52.43999862670898,52.84999847412109,0.2536277770996094,52.22637,2,2,2,2,2,2,1,2,1,0,2,0,2,2,2,1,2,2,2,1,2,2,2,2,2,989,2,1,2,2,2,1,0,2,2,2,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2
990,990,2016-06-02,52.63999938964844,52.47999954223633,-0.7017898559570312,52.49179,2,0,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,0,1,990,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
