Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
10,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
11,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
12,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
13,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
14,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
15,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
16,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
17,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
18,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
19,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
20,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
21,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
22,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
23,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
24,0.6527599486521181,1.0,652.8244285583496,1.0,0.0,0.6527599486521181,0,1.0,0.0,0.6571601941747572,1.0,784.0995216369629,1.0,0.0,0.6571601941747572,0,1.0,0.0,0.7333333333333333,1.0,131.27509307861328,1.0,0.0,0.7333333333333333,0,1.0,0.0
